,Unnamed: 0,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
12366,122,female,group C,high school,standard,completed,married,regularly,yes,0.0,school_bus,< 5,64,65,69
12367,123,female,group D,bachelor's degree,standard,none,divorced,regularly,no,1.0,private,5 - 10,75,89,84
12368,125,male,group D,associate's degree,free/reduced,none,married,regularly,yes,2.0,private,< 5,65,61,53
12370,127,male,group D,associate's degree,standard,none,single,never,yes,3.0,private,5 - 10,67,65,67
12371,128,female,group E,high school,free/reduced,none,married,sometimes,yes,2.0,school_bus,< 5,36,39,32
12372,129,female,group A,some high school,free/reduced,completed,married,sometimes,yes,3.0,private,5 - 10,50,64,61
12373,130,female,group C,high school,free/reduced,none,married,never,yes,0.0,school_bus,5 - 10,58,69,67
12374,131,female,group E,associate's degree,free/reduced,none,widowed,sometimes,no,2.0,private,5 - 10,75,88,80
12375,132,male,group E,some high school,standard,none,married,regularly,yes,4.0,private,< 5,85,67,62
12376,133,male,group C,associate's degree,free/reduced,completed,divorced,never,yes,1.0,school_bus,> 10,91,86,81
12378,135,male,group D,some college,standard,completed,married,sometimes,yes,3.0,school_bus,5 - 10,89,86,87
12379,136,female,group C,high school,standard,completed,married,sometimes,yes,0.0,private,5 - 10,82,87,93
12380,137,female,group E,associate's degree,free/reduced,none,married,sometimes,yes,1.0,school_bus,< 5,64,70,72
12381,138,female,group C,some high school,standard,none,married,regularly,yes,1.0,school_bus,5 - 10,67,68,70
12382,139,female,group D,some high school,standard,completed,married,sometimes,yes,2.0,private,5 - 10,82,83,88
12383,140,female,group A,some college,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,78,76,77
12384,141,female,group C,some college,standard,none,married,regularly,yes,1.0,private,5 - 10,63,76,80
12385,142,female,group D,high school,free/reduced,none,married,regularly,yes,2.0,school_bus,< 5,55,61,66
12386,143,male,group B,some college,standard,none,married,regularly,no,4.0,private,5 - 10,67,61,58
12387,144,female,group E,associate's degree,standard,completed,widowed,regularly,yes,3.0,school_bus,5 - 10,70,82,85
12388,145,male,group D,some college,free/reduced,none,divorced,never,yes,1.0,school_bus,5 - 10,58,65,65
12390,147,female,group D,high school,free/reduced,completed,married,sometimes,yes,2.0,school_bus,5 - 10,58,71,74
12391,148,male,group B,high school,standard,none,single,sometimes,yes,3.0,school_bus,5 - 10,42,36,33
12392,149,female,group B,some college,standard,completed,married,regularly,yes,1.0,private,5 - 10,58,73,75
12393,150,male,group D,some high school,standard,none,single,regularly,no,1.0,school_bus,5 - 10,78,78,79
12394,151,female,group C,high school,standard,none,married,sometimes,yes,4.0,school_bus,> 10,82,91,91
12395,152,female,group B,associate's degree,free/reduced,none,divorced,sometimes,yes,3.0,school_bus,< 5,54,65,66
12396,153,male,group E,some college,standard,completed,married,sometimes,yes,1.0,private,5 - 10,67,50,58
12398,156,male,group C,high school,standard,completed,married,sometimes,yes,0.0,school_bus,5 - 10,68,78,78
12400,158,female,group D,bachelor's degree,standard,completed,single,sometimes,yes,3.0,school_bus,< 5,84,98,98
12401,159,male,group D,some high school,standard,completed,single,sometimes,no,3.0,school_bus,< 5,58,65,62
12403,161,male,group B,associate's degree,free/reduced,completed,single,regularly,no,2.0,school_bus,< 5,80,76,77
12404,162,male,group E,high school,free/reduced,none,single,never,no,1.0,private,5 - 10,85,89,76
12406,164,male,group B,associate's degree,standard,none,married,regularly,yes,4.0,school_bus,5 - 10,90,71,71
12408,166,male,group D,some college,standard,none,single,regularly,no,2.0,private,> 10,83,81,82
12409,167,male,group A,associate's degree,standard,completed,divorced,regularly,no,5.0,school_bus,< 5,65,69,65
12410,168,male,group B,some high school,standard,none,married,sometimes,yes,1.0,private,< 5,64,56,56
12412,170,male,group E,some high school,standard,completed,married,regularly,yes,1.0,private,< 5,98,91,88
12413,171,female,group D,bachelor's degree,standard,none,divorced,regularly,no,1.0,school_bus,5 - 10,70,75,82
12415,173,male,group D,some college,free/reduced,none,married,regularly,yes,3.0,private,< 5,64,69,66
12416,174,female,group D,associate's degree,standard,none,married,regularly,yes,4.0,school_bus,5 - 10,51,56,63
12417,175,female,group B,associate's degree,free/reduced,none,married,sometimes,yes,2.0,school_bus,5 - 10,72,87,86
12418,176,male,group D,high school,free/reduced,completed,married,sometimes,yes,2.0,private,5 - 10,55,55,58
12419,177,female,group B,bachelor's degree,standard,none,single,regularly,yes,3.0,private,5 - 10,93,100,100
12420,178,female,group C,high school,standard,none,divorced,sometimes,yes,0.0,school_bus,5 - 10,74,91,84
12421,179,male,group C,associate's degree,standard,none,single,regularly,yes,1.0,private,> 10,85,75,73
12422,180,male,group C,some college,standard,completed,married,regularly,yes,0.0,school_bus,< 5,46,48,45
12424,182,female,group C,some high school,free/reduced,none,married,sometimes,yes,3.0,private,< 5,50,52,51
12426,184,male,group E,some high school,free/reduced,none,single,sometimes,yes,1.0,private,5 - 10,59,67,56
12428,186,female,group C,some college,standard,none,single,sometimes,yes,3.0,school_bus,5 - 10,68,78,72
12429,187,female,group C,some college,free/reduced,none,married,regularly,yes,5.0,school_bus,> 10,55,63,62
12432,190,female,group D,some high school,standard,completed,married,regularly,yes,3.0,private,5 - 10,94,95,98
12433,191,female,group D,high school,standard,none,married,regularly,yes,3.0,school_bus,5 - 10,86,95,92
12435,193,male,group B,bachelor's degree,standard,none,married,regularly,no,2.0,school_bus,< 5,60,51,55
12437,195,male,group C,master's degree,standard,completed,divorced,regularly,yes,2.0,school_bus,5 - 10,63,71,70
12438,196,male,group C,some college,free/reduced,none,divorced,never,no,7.0,private,5 - 10,65,65,67
12440,199,male,group D,high school,standard,completed,married,sometimes,no,1.0,school_bus,< 5,88,90,86
12442,201,female,group E,some college,free/reduced,completed,divorced,sometimes,yes,3.0,private,5 - 10,68,84,86
12443,202,male,group B,some college,standard,completed,married,sometimes,yes,0.0,school_bus,> 10,80,76,80
12445,204,male,group E,some high school,free/reduced,none,married,never,yes,2.0,private,< 5,60,65,56
12446,205,female,group D,bachelor's degree,free/reduced,none,married,sometimes,yes,4.0,school_bus,< 5,59,71,67
12447,206,female,group B,some college,free/reduced,none,single,sometimes,yes,4.0,private,5 - 10,67,81,80
12448,208,female,group B,high school,standard,none,married,never,no,2.0,private,5 - 10,73,80,78
12452,214,female,group B,high school,standard,none,married,regularly,no,1.0,school_bus,> 10,66,79,69
12456,218,female,group E,master's degree,standard,completed,single,sometimes,yes,0.0,private,< 5,92,100,100
12457,219,male,group D,master's degree,standard,completed,married,regularly,yes,0.0,private,> 10,85,88,92
12458,220,male,group C,some college,free/reduced,none,married,sometimes,no,1.0,private,5 - 10,57,56,50
12460,222,female,group B,high school,free/reduced,completed,married,sometimes,yes,0.0,school_bus,5 - 10,63,69,70
12461,223,male,group C,some college,standard,completed,divorced,regularly,no,3.0,school_bus,5 - 10,67,74,71
12463,225,female,group D,bachelor's degree,standard,none,married,sometimes,no,1.0,school_bus,> 10,86,84,91
12464,226,female,group B,high school,standard,none,divorced,sometimes,yes,3.0,school_bus,> 10,51,59,59
12466,228,female,group B,associate's degree,standard,none,single,regularly,yes,2.0,school_bus,< 5,49,47,50
12467,229,male,group C,associate's degree,standard,completed,married,regularly,no,1.0,school_bus,5 - 10,78,77,84
12468,230,male,group D,associate's degree,standard,completed,married,sometimes,no,3.0,school_bus,5 - 10,83,80,86
12469,231,male,group C,associate's degree,standard,completed,married,sometimes,yes,1.0,private,< 5,84,77,73
12471,233,female,group E,some college,free/reduced,completed,married,never,no,5.0,school_bus,< 5,40,53,52
12472,234,female,group C,some high school,standard,none,single,sometimes,no,3.0,school_bus,5 - 10,67,66,69
12473,235,female,group C,some high school,standard,none,married,never,yes,5.0,private,< 5,57,69,70
12474,236,male,group A,some high school,standard,none,married,regularly,yes,3.0,school_bus,5 - 10,67,58,59
12475,237,female,group E,some college,free/reduced,completed,married,regularly,no,5.0,school_bus,5 - 10,56,78,77
12476,238,female,group C,bachelor's degree,free/reduced,none,widowed,regularly,no,1.0,private,5 - 10,74,86,88
12479,243,male,group D,bachelor's degree,free/reduced,completed,divorced,regularly,yes,3.0,private,5 - 10,87,82,87
12481,245,female,group D,associate's degree,free/reduced,none,married,sometimes,yes,2.0,private,> 10,63,68,70
12482,246,female,group D,bachelor's degree,free/reduced,none,married,regularly,no,3.0,private,5 - 10,56,64,73
12483,247,female,group E,some college,standard,none,married,regularly,yes,1.0,school_bus,5 - 10,83,86,87
12484,248,female,group C,bachelor's degree,free/reduced,none,married,regularly,yes,0.0,private,5 - 10,79,77,80
12487,251,male,group B,associate's degree,standard,none,single,sometimes,yes,1.0,private,5 - 10,82,73,73
12488,252,female,group C,associate's degree,free/reduced,none,married,sometimes,yes,4.0,school_bus,> 10,55,61,61
12489,253,male,group D,master's degree,standard,none,married,never,yes,1.0,private,< 5,79,74,66
12492,256,female,group E,some college,standard,none,single,sometimes,yes,5.0,private,5 - 10,79,82,85
12493,257,female,group C,high school,free/reduced,none,married,sometimes,no,3.0,school_bus,< 5,63,70,74
12494,258,male,group D,some high school,standard,none,married,sometimes,yes,1.0,private,5 - 10,85,76,75
12495,259,female,group E,some high school,standard,completed,divorced,regularly,no,2.0,private,5 - 10,53,63,63
12498,262,male,group E,some high school,free/reduced,none,single,never,no,1.0,school_bus,5 - 10,60,53,50
12500,264,female,group D,high school,standard,none,married,sometimes,yes,4.0,school_bus,< 5,72,86,82
12501,265,male,group B,some college,standard,completed,single,never,no,2.0,private,5 - 10,77,78,79
12502,267,male,group D,some college,standard,none,married,sometimes,yes,5.0,school_bus,< 5,56,53,51
12505,270,male,group D,associate's degree,free/reduced,completed,married,regularly,yes,2.0,private,> 10,76,71,70
12506,272,male,group E,high school,standard,completed,divorced,sometimes,yes,0.0,school_bus,> 10,85,71,73
12509,275,female,group C,master's degree,standard,none,married,regularly,yes,4.0,private,5 - 10,86,82,86
12510,276,male,group B,associate's degree,free/reduced,completed,single,regularly,yes,1.0,private,5 - 10,77,76,78
12511,277,female,group B,some high school,standard,none,married,regularly,no,2.0,private,< 5,78,85,77
12512,278,male,group D,some college,standard,none,married,sometimes,yes,1.0,school_bus,> 10,97,94,89
12513,279,female,group B,associate's degree,standard,none,divorced,regularly,yes,1.0,school_bus,5 - 10,71,69,71
12514,280,female,group E,some college,standard,completed,married,regularly,yes,3.0,school_bus,5 - 10,71,71,70
12515,281,male,group B,master's degree,standard,none,married,sometimes,no,3.0,school_bus,< 5,62,64,63
12516,282,female,group C,some college,standard,none,married,sometimes,no,3.0,private,< 5,75,85,88
12518,284,male,group B,some high school,free/reduced,completed,married,never,yes,1.0,school_bus,< 5,72,74,73
12520,286,male,group E,high school,standard,none,married,sometimes,yes,1.0,school_bus,< 5,76,66,61
12521,287,female,group A,bachelor's degree,standard,none,married,regularly,yes,3.0,private,> 10,82,83,90
12524,290,male,group C,high school,standard,completed,married,regularly,no,2.0,school_bus,5 - 10,87,71,75
12525,291,female,group A,associate's degree,standard,completed,married,sometimes,yes,2.0,school_bus,< 5,88,98,94
12528,294,male,group D,master's degree,standard,none,married,sometimes,no,1.0,school_bus,< 5,84,76,79
12529,296,female,group D,some high school,standard,none,married,sometimes,yes,4.0,private,< 5,70,79,74
12531,299,male,group C,some high school,free/reduced,none,married,sometimes,yes,3.0,private,5 - 10,63,68,61
12533,301,male,group C,bachelor's degree,standard,none,divorced,sometimes,yes,4.0,school_bus,5 - 10,89,83,82
12535,303,male,group C,associate's degree,free/reduced,completed,single,regularly,yes,0.0,school_bus,5 - 10,65,62,67
12536,304,male,group C,some college,standard,completed,married,sometimes,no,3.0,private,> 10,89,88,83
12537,305,female,group E,some college,standard,completed,married,sometimes,yes,0.0,school_bus,5 - 10,41,66,66
12538,306,male,group A,high school,standard,none,married,regularly,yes,1.0,private,5 - 10,76,72,67
12539,307,male,group A,some high school,standard,none,divorced,regularly,yes,2.0,private,> 10,81,77,72
12540,308,female,group D,some high school,standard,none,married,sometimes,no,2.0,school_bus,5 - 10,73,78,78
12541,309,male,group B,some college,standard,none,married,never,yes,1.0,school_bus,> 10,64,63,67
12543,311,female,group B,some high school,standard,none,married,sometimes,yes,1.0,private,< 5,71,88,81
12546,314,male,group B,some college,free/reduced,none,married,sometimes,no,3.0,school_bus,5 - 10,53,49,46
12548,316,female,group D,associate's degree,standard,completed,divorced,sometimes,no,3.0,school_bus,> 10,91,100,100
12549,317,male,group A,some high school,standard,completed,married,regularly,yes,4.0,private,< 5,76,81,77
12550,318,male,group C,some high school,free/reduced,none,single,sometimes,yes,3.0,private,> 10,61,66,61
12551,319,female,group A,some college,standard,none,married,sometimes,yes,0.0,private,> 10,87,92,98
12552,320,female,group C,some high school,standard,none,divorced,sometimes,yes,2.0,private,5 - 10,78,89,88
12553,321,male,group C,bachelor's degree,standard,completed,married,sometimes,yes,1.0,school_bus,5 - 10,55,60,57
12554,322,male,group B,associate's degree,standard,completed,single,sometimes,no,5.0,school_bus,< 5,79,74,76
12556,324,female,group E,associate's degree,standard,none,married,sometimes,yes,1.0,private,5 - 10,80,79,85
12559,327,male,group C,associate's degree,standard,none,married,sometimes,yes,0.0,school_bus,< 5,71,58,58
12560,328,male,group C,some college,standard,completed,single,never,yes,2.0,school_bus,< 5,60,61,64
12562,330,female,group C,associate's degree,standard,none,married,regularly,yes,2.0,private,5 - 10,65,70,69
12563,331,male,group C,associate's degree,free/reduced,completed,widowed,never,yes,3.0,private,> 10,89,85,83
